rn,Estimate,Std. Error,t value,Pr(>|t|)
status::new_closed:post,-0.0382223282440914,0.0183249672626106,-2.08580608610846,0.0371640434147332
status::new_open:post,0.0243337687363092,0.0223764011859347,1.08747463607351,0.277000996646916
status::closed_both:post,-0.0150670064018481,0.0155743159943566,-0.967426525011287,0.33348608309118
status::mixed_jan:post,0.0902324138910515,0.0183914388008125,4.90621831539712,0.00000102913039606262
